,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
1435,2a1e75df-7330-4db5-b870-a4520de57288,Ori's mom sent him off to the market.,She admonished him to remember the brown eggs.,But Ori couldn't find them at the market.,He had to check three different stores.,He finally decided to buy white eggs instead.,All of the stores he went to were out of ice cream.,1,Ori's mom sent him off to the market. She admonished him to remember the brown eggs. But Ori couldn't find them at the market. He had to check three different stores.,Finally he found the brown eggs he wanted.,1.6,0.0,1,"['Finally he found the brown eggs he wanted.', 'He finally decided to buy white eggs instead.', 'All of the stores he went to were out of ice cream.']","(0.68446684, 0.23819096, 1)",0.6844668388366699,0.23819096386432648,1
1436,e9b85e53-9355-4b2c-9596-fe595ffdb083,"A week before Christmas, Abby and her family got together.","They went to a local nursing home, wearing Santa hats.","They went from room to room, singing Christmas carols.",Some of the patients sang with them.,They all had a very memorable time together.,Everyone was miserable and angry.,1,"A week before Christmas, Abby and her family got together. They went to a local nursing home, wearing Santa hats. They went from room to room, singing Christmas carols. Some of the patients sang with them.",They all had a great time together.,4.4,0.0,1,"['They all had a great time together.', 'They all had a very memorable time together.', 'Everyone was miserable and angry.']","(0.83764696, 0.26304767, 1)",0.8376469612121582,0.2630476653575897,1
1437,fe46f94d-a6bf-403b-9c46-d600c747c6b1,Maggie and her classmates went to a zoo for their field trip.,"They saw monkeys, gorillas and panda's first.","After that, they saw snakes and lizards!",They even got to feed some of the baby animals.,Maggie has never seen a panda.,Maggie loved her trip to the zoo.,2,"Maggie and her classmates went to a zoo for their field trip. They saw monkeys, gorillas and panda's first. After that, they saw snakes and lizards! They even got to feed some of the baby animals.",Maggie and her classmates had a great time!,0.0,1.4,2,"['Maggie and her classmates had a great time!', 'Maggie has never seen a panda.', 'Maggie loved her trip to the zoo.']","(0.40253398, 0.52312845, 2)",0.40253397822380066,0.5231284499168396,2
1438,529ac218-8924-43dc-92c1-18b83bcbd10a,Vianna was a full-time college student.,She did not have a job and she needed money.,She searched online for ways to make money from home.,She found a site named amazon turk and started working from there.,Vianna now works everyday.,Vianna quit working.,1,Vianna was a full-time college student. She did not have a job and she needed money. She searched online for ways to make money from home. She found a site named amazon turk and started working from there.,Now she has a decent income and is very happy.,2.8,0.8,1,"['Now she has a decent income and is very happy.', 'Vianna now works everyday.', 'Vianna quit working.']","(0.19696599, 0.07433416, 1)",0.1969659924507141,0.07433415949344635,1
1439,af50c61e-685f-4e0c-8766-bfe5865dd9a9,Everyone in my family got together for Thanksgiving.,"It was a long journey for many, but they made it.",We all sat together and ate dinner.,"After dinner, we visited and caught up.",We had a great time.,We all eventually couldn't stop arguing with one another.,1,"Everyone in my family got together for Thanksgiving. It was a long journey for many, but they made it. We all sat together and ate dinner. After dinner, we visited and caught up.","It was a long journey, but we all had a good time.",3.2,0.0,1,"['It was a long journey, but we all had a good time.', 'We had a great time.', ""We all eventually couldn't stop arguing with one another.""]","(0.48054832, 0.32052928, 1)",0.48054832220077515,0.3205292820930481,1
1440,57b7b390-ced2-4b9e-8e84-71a5d98d8037,Lina has two kids.,Lina was cleaning their rooms and realized their drawers were stuffed.,She began to sort through the clothes.,Lina had a big pile of clothes that were too small for her kids.,Lina made her kids wear clothes from the pile.,Lina gave the clothes to charity.,2,Lina has two kids. Lina was cleaning their rooms and realized their drawers were stuffed. She began to sort through the clothes. Lina had a big pile of clothes that were too small for her kids.,She decided to buy them a new wardrobe.,0.4,1.6,2,"['She decided to buy them a new wardrobe.', 'Lina made her kids wear clothes from the pile.', 'Lina gave the clothes to charity.']","(0.33238256, 0.3437912, 2)",0.33238255977630615,0.3437911868095398,2
1441,45be99fa-41ef-459f-b791-257a852933cd,Anna wanted a banana milkshake.,Her local ice cream shop didn't have that flavor.,She went home and got out her blender.,Then she added her own bananas and ice cream.,Anna thought the chocolate shake tasted dreadful.,Anna thought her own milkshake tasted just as delicious.,2,Anna wanted a banana milkshake. Her local ice cream shop didn't have that flavor. She went home and got out her blender. Then she added her own bananas and ice cream.,Anna's milkshake turned out great!,1.2,3.8,2,"[""Anna's milkshake turned out great!"", 'Anna thought the chocolate shake tasted dreadful.', 'Anna thought her own milkshake tasted just as delicious.']","(0.61420065, 0.65354216, 2)",0.6142006516456604,0.653542160987854,2
1442,c41221e1-a84d-43ff-a7de-d623d7480d43,I got into my car and closed the door.,I turned the engine on and started to drive.,I was headed in the direction of the gas station.,It was lunch time and I was starting to get hungry.,I decided to buy chips at the gas station.,I decided to never eat again.,1,I got into my car and closed the door. I turned the engine on and started to drive. I was headed in the direction of the gas station. It was lunch time and I was starting to get hungry.,I parked in the parking lot and ordered a pizza.,0.4,0.4,2,"['I parked in the parking lot and ordered a pizza.', 'I decided to buy chips at the gas station.', 'I decided to never eat again.']","(0.3239558, 0.22938678, 1)",0.32395580410957336,0.22938677668571472,1
1443,76962d77-c956-49ba-a135-427a6e78d0e0,Tommy recently landed a position on his school's Debate team.,They were having a debate tonight.,He was pretty nervous.,"When he got there, the entire school was watching.",Tommy started playing guitar.,Tommy ended up doing well regardless of his nerves.,2,"Tommy recently landed a position on his school's Debate team. They were having a debate tonight. He was pretty nervous. When he got there, the entire school was watching.",Tommy was relieved to see he had won the debate.,0.0,0.4,2,"['Tommy was relieved to see he had won the debate.', 'Tommy started playing guitar.', 'Tommy ended up doing well regardless of his nerves.']","(0.37357444, 0.571909, 2)",0.373574435710907,0.5719090104103088,2
1444,488a1e6c-e8e5-4ad6-b912-73ba8d84a2c3,Jill was a high school student.,She dreaded having to go to class.,"One day, she decided to ditch school.",Her parents found out the next day.,Jill's parents scolded her for skipping class.,Jill's parents took her to Disney World.,1,"Jill was a high school student. She dreaded having to go to class. One day, she decided to ditch school. Her parents found out the next day.",Jill was grounded for a month.,0.0,0.0,2,"['Jill was grounded for a month.', ""Jill's parents scolded her for skipping class."", ""Jill's parents took her to Disney World.""]","(0.39293784, 0.23421478, 1)",0.3929378390312195,0.23421478271484375,1
1445,e51aeb78-f81d-4fcd-8016-5d0cd450ccd4,Chris went shopping for a new car.,"While on the lot, he saw plenty of cars but none that he liked.",He was about to leave when he spotted it.,"The shiny red car was right in front of him, begging him to buy it.",Chris bought the red car.,Chris bought a motorcycle.,1,"Chris went shopping for a new car. While on the lot, he saw plenty of cars but none that he liked. He was about to leave when he spotted it. The shiny red car was right in front of him, begging him to buy it.",Chris decided to buy it and drove away in a new car.,3.2,0.8,1,"['Chris decided to buy it and drove away in a new car.', 'Chris bought the red car.', 'Chris bought a motorcycle.']","(0.6414987, 0.50105894, 1)",0.6414986848831177,0.5010589361190796,1
1446,36c78816-7606-4fe4-beb2-4b4cfde8115c,Henry wanted to play a scavenger hunt for his son's birthday party.,A list of items to retrieve was created first.,He turned to neighbors and nearby businesses for help.,After placing items in appropriate places he had to create the hints.,Henry decided not to do the scavenger hunt.,The kids loved the scavenger hunt.,2,Henry wanted to play a scavenger hunt for his son's birthday party. A list of items to retrieve was created first. He turned to neighbors and nearby businesses for help. After placing items in appropriate places he had to create the hints.,He was able to find all the items he needed to get the party started.,0.0,0.8,2,"['He was able to find all the items he needed to get the party started.', 'Henry decided not to do the scavenger hunt.', 'The kids loved the scavenger hunt.']","(0.15892474, 0.19730946, 2)",0.15892474353313446,0.1973094642162323,2
1447,2dc083b6-dcb0-4227-854d-32d8e98db2af,Jake had a hard time making friends at his new school.,He had low self esteem and felt didn't deserve to have friends.,One day he met John who happened to feel the same way.,John and Jake soon became best friends.,They both became more confident and made more friends too.,This made Jake very upset.,1,Jake had a hard time making friends at his new school. He had low self esteem and felt didn't deserve to have friends. One day he met John who happened to feel the same way. John and Jake soon became best friends.,They became best friends for years and had a great time at school.,3.2,0.0,1,"['They became best friends for years and had a great time at school.', 'They both became more confident and made more friends too.', 'This made Jake very upset.']","(0.5228082, 0.12813412, 1)",0.5228081941604614,0.1281341165304184,1
1448,c7d01c21-6d8e-417d-9dc0-ca4492194254,Sean was born into an Irish immigrant family.,He was always proud of his Irish heritage.,"His family kept customs, ate Irish food, and watched Irish sports.",Sean saved up money and paid for a big trip to Ireland.,He was thrilled when he was finally on his way to Ireland.,Sean spent his saving on a new snowboard.,1,"Sean was born into an Irish immigrant family. He was always proud of his Irish heritage. His family kept customs, ate Irish food, and watched Irish sports. Sean saved up money and paid for a big trip to Ireland.",He was happy to see how much he loved his Irish heritage.,3.2,0.0,1,"['He was happy to see how much he loved his Irish heritage.', 'He was thrilled when he was finally on his way to Ireland.', 'Sean spent his saving on a new snowboard.']","(0.64867437, 0.1352461, 1)",0.6486743688583374,0.13524609804153442,1
1449,be51f295-a71c-40b3-b540-d72d0005ea9b,Todd was not careful with his electrical appliances.,He plugged in an old toaster with a frayed cord.,"When he was out of the room, he smelled a strange sound.",The toaster had caught fire!,He used a fire extinguisher to save the day.,Todd had some great toast.,1,"Todd was not careful with his electrical appliances. He plugged in an old toaster with a frayed cord. When he was out of the room, he smelled a strange sound. The toaster had caught fire!",Todd decided to buy a new one.,0.0,0.0,2,"['Todd decided to buy a new one.', 'He used a fire extinguisher to save the day.', 'Todd had some great toast.']","(0.13455778, 0.5401973, 2)",0.1345577836036682,0.5401973128318787,2
1450,8844fc1d-432b-46e8-8eb1-c78bb87e6c35,Beth was making mashed potatoes from scratch.,After cooking the potatoes it was time to mash them.,"Her mother didn't have a food processor, Beth had to mash by hand.",It was hard work which took hours.,Beth was dedicated to making great mashed potatoes.,Beth was a lazy cook.,1,"Beth was making mashed potatoes from scratch. After cooking the potatoes it was time to mash them. Her mother didn't have a food processor, Beth had to mash by hand. It was hard work which took hours.",Beth was glad she had mmashed potatoes.,3.2,0.4,1,"['Beth was glad she had mmashed potatoes.', 'Beth was dedicated to making great mashed potatoes.', 'Beth was a lazy cook.']","(0.744796, 0.59392095, 1)",0.7447959780693054,0.5939209461212158,1
1451,683fa7a6-70a2-41cb-b206-51c330e7fc58,John and Sue often kissed at school in between classes.,They were told not to do it but they did anyway.,One day the principal caught the two kissing.,They were both suspended for a week.,Their parents jointly threw them a huge party to celebrate.,They both learned their lesson and no longer kissed in school.,2,John and Sue often kissed at school in between classes. They were told not to do it but they did anyway. One day the principal caught the two kissing. They were both suspended for a week.,John and Sue never kissed again.,0.0,2.8,2,"['John and Sue never kissed again.', 'Their parents jointly threw them a huge party to celebrate.', 'They both learned their lesson and no longer kissed in school.']","(0.05859188, 0.46329385, 2)",0.05859187990427017,0.4632938504219055,2
1452,a7d985bc-8564-4262-8c45-6d211bd59f31,Ashley's dog has fleas and is scratching himself.,Ashley was very worried that she would get fleas as well.,She went to the store and put flea and tick shampoo.,Ashley then went home and gave her dog a bath.,Ashley's dog was full of live fleas.,Ashley killed all the fleas.,2,Ashley's dog has fleas and is scratching himself. Ashley was very worried that she would get fleas as well. She went to the store and put flea and tick shampoo. Ashley then went home and gave her dog a bath.,The dog was ok and fleas are gone now!,3.2,0.8,1,"['The dog was ok and fleas are gone now!', ""Ashley's dog was full of live fleas."", 'Ashley killed all the fleas.']","(0.6945949, 0.5117398, 1)",0.6945949196815491,0.5117397904396057,1
1453,731c4da7-a88a-49c8-8212-ec512bad27e9,I lived in the South End of Boston from 1968 to 1981.,It was a run down section of town.,"I bought many books there, since they cost only ten cents.",I revisited the shop in 1991.,I hate spaghetti.,It was very different.,2,"I lived in the South End of Boston from 1968 to 1981. It was a run down section of town. I bought many books there, since they cost only ten cents. I revisited the shop in 1991.",I found a new shop that was much more useful.,0.0,0.4,2,"['I found a new shop that was much more useful.', 'I hate spaghetti.', 'It was very different.']","(-0.001591593, 0.20697285, 2)",-0.0015915930271148682,0.2069728523492813,2
1454,0ff4a668-ca06-41f9-8d94-89f9eb3cd42f,My daughter had been begging for a pet.,Her birthday was coming up.,I visited the pet store to do some research.,The workers helped me make a decision.,They helped me realize that I should cut my hair short.,I bought her a dog.,2,My daughter had been begging for a pet. Her birthday was coming up. I visited the pet store to do some research. The workers helped me make a decision.,I bought her a nice cat for her birthday.,0.0,0.8,2,"['I bought her a nice cat for her birthday.', 'They helped me realize that I should cut my hair short.', 'I bought her a dog.']","(0.23076496, 0.58286494, 2)",0.2307649552822113,0.5828649401664734,2
1455,16119f0d-b0e0-43f6-ac36-5a13bab13604,Kaylee always wanted a puppy.,On her birthday her parents took her to a farm.,There were lots of beagle puppies there.,Her parents told her she could pick a puppy for her birthday.,Kaylee was thrilled!,Kaylee was really disappointed.,1,Kaylee always wanted a puppy. On her birthday her parents took her to a farm. There were lots of beagle puppies there. Her parents told her she could pick a puppy for her birthday.,Kaylee picked a puppy and named it Lucky.,0.4,0.0,1,"['Kaylee picked a puppy and named it Lucky.', 'Kaylee was thrilled!', 'Kaylee was really disappointed.']","(0.5647127, 0.5220818, 1)",0.5647127032279968,0.5220817923545837,1
1456,26176dbc-df7d-43ea-a3e4-93cb24cf04ad,Alice wanted to go to school to become a veterinarian.,She worked hard all throughout high school to have good grades.,She even volunteered at the local zoo to pad her resume.,"When the time came, she applied to many different schools.",She cried of joy when she received her first acceptance letter.,She ultimately decided to become a geologist.,1,"Alice wanted to go to school to become a veterinarian. She worked hard all throughout high school to have good grades. She even volunteered at the local zoo to pad her resume. When the time came, she applied to many different schools.",She ended up becoming a veterinarian and is now a full time veterinarian.,1.6,1.6,2,"['She ended up becoming a veterinarian and is now a full time veterinarian.', 'She cried of joy when she received her first acceptance letter.', 'She ultimately decided to become a geologist.']","(0.2092925, 0.35829005, 2)",0.20929250121116638,0.35829004645347595,2
1457,3dfddb07-7fcc-4383-b01f-820d55f933cd,My laptop didn't want to work.,It stopped turning on for some reason.,I tried a few different things to fix it.,Finally I got a new charger off the internet.,Now it comes on every time.,That is why I only play Frisbee outside.,1,My laptop didn't want to work. It stopped turning on for some reason. I tried a few different things to fix it. Finally I got a new charger off the internet.,I was able to get my laptop to work again.,0.4,0.0,1,"['I was able to get my laptop to work again.', 'Now it comes on every time.', 'That is why I only play Frisbee outside.']","(0.09748993, 0.13532104, 2)",0.09748993068933487,0.13532103598117828,2
1458,f2a888b2-7571-4493-a723-eb2afaa56061,My laboratory professor was explaining today's lab.,He told us not to pour water followed by an acid.,"While I was looking at my notes, I barely paid attention.","When the experiment began, I poured water before an acid in a tube.",My professor was very upset.,My professor congratulated me.,1,"My laboratory professor was explaining today's lab. He told us not to pour water followed by an acid. While I was looking at my notes, I barely paid attention. When the experiment began, I poured water before an acid in a tube.",The tube splattered on the floor and splattered all over the floor.,0.0,0.0,2,"['The tube splattered on the floor and splattered all over the floor.', 'My professor was very upset.', 'My professor congratulated me.']","(0.10580075, 0.046161406, 1)",0.10580074787139893,0.046161405742168427,1
1459,0444951c-aece-494e-bacc-ef5d9f70ad90,Jack liked to take trips on the weekends with his friends.,They often liked to go skiing in the mountains.,Jack theorized that this weekend would have perfect skiing weather.,He told his friends to drive with him up to the resort.,They rented a car and had a wonderful time skiing.,He decided that he did not want to go skiing.,1,Jack liked to take trips on the weekends with his friends. They often liked to go skiing in the mountains. Jack theorized that this weekend would have perfect skiing weather. He told his friends to drive with him up to the resort.,"They drove all the way to the resort, and had a great time.",2.2,0.0,1,"['They drove all the way to the resort, and had a great time.', 'They rented a car and had a wonderful time skiing.', 'He decided that he did not want to go skiing.']","(0.60926217, 0.24138671, 1)",0.6092621684074402,0.24138671159744263,1
1460,bb054807-6986-45c6-a70e-3fe1d03d4c1b,Brad was sick with a cold!,He wanted to go out and play!,He was too weak to move.,His mother gave him soup and medicine.,Brad's mother was very caring.,Brad's mother was rather uncaring.,1,Brad was sick with a cold! He wanted to go out and play! He was too weak to move. His mother gave him soup and medicine.,Brad was able to go out and play!,0.0,0.0,2,"['Brad was able to go out and play!', ""Brad's mother was very caring."", ""Brad's mother was rather uncaring.""]","(0.3677672, 0.36148083, 1)",0.36776721477508545,0.36148083209991455,1
1461,5cab8b6a-2396-41ba-b570-2953ff135740,Barry had only one thousand dollars left in his bank account.,He needed to find a job.,He searched for 3 months.,"Eventually, his money ran out.",He had to go to a homeless shelter.,"Somehow, thousands of dollars appeared in his bank account.",1,"Barry had only one thousand dollars left in his bank account. He needed to find a job. He searched for 3 months. Eventually, his money ran out.",He had to work a day job to save his money.,0.8,0.8,2,"['He had to work a day job to save his money.', 'He had to go to a homeless shelter.', 'Somehow, thousands of dollars appeared in his bank account.']","(0.41424137, 0.3686576, 1)",0.41424137353897095,0.36865758895874023,1
1462,eaefa570-0098-4b6d-9da1-d1df2d785824,Juan wanted to make tacos for his family tonight.,He went to the grocery store and bought the ingredients.,As he was preparing dinner he realized he forgot the tortillas!,He wanted to go back to the store but it was closed.,Juan's mother showed him how to make a taco casserole instead.,Juan went back to the store.,1,Juan wanted to make tacos for his family tonight. He went to the grocery store and bought the ingredients. As he was preparing dinner he realized he forgot the tortillas! He wanted to go back to the store but it was closed.,Juan decided to just eat tacos on the couch instead.,2.2,0.0,1,"['Juan decided to just eat tacos on the couch instead.', ""Juan's mother showed him how to make a taco casserole instead."", 'Juan went back to the store.']","(0.5715455, 0.4530826, 1)",0.5715454816818237,0.4530825912952423,1
1463,6d430931-b572-4cc7-b18e-e7bdec5be9ca,Lena was sick.,Lena was sad because she wouldn't see her friends at school.,So she took her vitamins.,She got better quickly,Lena went to school only to find out her friends were sick.,Lena pretended to be sick so she could avoid her friends.,1,Lena was sick. Lena was sad because she wouldn't see her friends at school. So she took her vitamins. She got better quickly,But she was still sad because she wouldn't see her friends at school.,1.6,1.6,2,"[""But she was still sad because she wouldn't see her friends at school."", 'Lena went to school only to find out her friends were sick.', 'Lena pretended to be sick so she could avoid her friends.']","(0.49905086, 0.45649818, 1)",0.4990508556365967,0.4564981758594513,1
1464,e4086d5f-fa5a-41ee-a268-0c984a2cf816,Jim was farting a lot more than usual.,His wife became concerned because they smelled unusually terrible.,She insisted that he go see a doctor.,Jim's doctor told him he is becoming lactose intolerant.,Jim's wife decided he should have a dairy-rich diet.,Jim's wife was relieved to find the source of the problem.,2,Jim was farting a lot more than usual. His wife became concerned because they smelled unusually terrible. She insisted that he go see a doctor. Jim's doctor told him he is becoming lactose intolerant.,Jim's wife was very upset.,1.6,1.6,2,"[""Jim's wife was very upset."", ""Jim's wife decided he should have a dairy-rich diet."", ""Jim's wife was relieved to find the source of the problem.""]","(0.6475516, 0.72266793, 2)",0.6475515961647034,0.722667932510376,2
1465,4516ccd1-cf8c-4ec9-a791-ef79680b6e14,Tim bought a new lamp today.,He went home to set it up.,Tim opened the box and followed the instructions.,He assembled the lamp within five minutes.,Tim was pleased the lamp was so easy to set up.,Tim then threw the lamp away.,1,Tim bought a new lamp today. He went home to set it up. Tim opened the box and followed the instructions. He assembled the lamp within five minutes.,Tim was happy with his new purchase.,3.2,0.4,1,"['Tim was happy with his new purchase.', 'Tim was pleased the lamp was so easy to set up.', 'Tim then threw the lamp away.']","(0.5441193, 0.3598759, 1)",0.5441192984580994,0.35987588763237,1
1466,a0463fed-950f-4202-a658-c95358cf13a0,Sandy had taken dance for ten Year's.,She was about to graduate and wanted to tryout for dance team.,She practiced and practiced.,"On the day of tryouts, she broke her toe.",She could not participate in the tryout with the injury.,She did very well in the tryouts.,1,"Sandy had taken dance for ten Year's. She was about to graduate and wanted to tryout for dance team. She practiced and practiced. On the day of tryouts, she broke her toe.",Sandy was devastated and couldn't make the team.,1.0,0.0,1,"[""Sandy was devastated and couldn't make the team."", 'She could not participate in the tryout with the injury.', 'She did very well in the tryouts.']","(0.294191, 0.3062229, 2)",0.29419100284576416,0.3062228858470917,2
1467,64129ef8-a826-4a16-a76a-b3267b73a614,Morgan loved tea.,She bought a travel mug to bring tea with her to school.,She drank all of her tea on the drive to school.,"So, when she got to school, she had to fill up with more hot water.",Morgan was glad she remembered to bring extra tea bags with her.,Morgan was glad the hot water tasted like coffee.,1,"Morgan loved tea. She bought a travel mug to bring tea with her to school. She drank all of her tea on the drive to school. So, when she got to school, she had to fill up with more hot water.","Morgan was so irritated, she threw the travel mug away.",0.0,0.0,2,"['Morgan was so irritated, she threw the travel mug away.', 'Morgan was glad she remembered to bring extra tea bags with her.', 'Morgan was glad the hot water tasted like coffee.']","(0.64132416, 0.5758158, 1)",0.6413241624832153,0.5758157968521118,1
1468,d1a29203-adef-44c7-9f1e-2973a475933c,Beth started collecting dolls.,She bought dolls online and at flea markets and antique shops.,Soon Beth's house was full of dolls.,"When a friend came to visit, there was no room to chat in the house.",She loved the cupcake.,They had to move the dolls to sit down.,2,"Beth started collecting dolls. She bought dolls online and at flea markets and antique shops. Soon Beth's house was full of dolls. When a friend came to visit, there was no room to chat in the house.",Beth decided to keep collecting until she had enough room.,0.0,0.0,2,"['Beth decided to keep collecting until she had enough room.', 'She loved the cupcake.', 'They had to move the dolls to sit down.']","(0.119666636, 0.34812856, 2)",0.11966663599014282,0.3481285572052002,2
1469,c86b0427-df64-416c-a4eb-753d5d3b666f,Jim was in a go cart race.,He designed his go kart by himself.,"While he raced, his tires fell off.",He didn't know what to do.,He finished in first place.,He wasn't able to finish the race.,2,"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do.",He had to buy a new tire.,0.0,0.0,2,"['He had to buy a new tire.', 'He finished in first place.', ""He wasn't able to finish the race.""]","(0.3841588, 0.37361696, 1)",0.38415879011154175,0.3736169636249542,1
1470,4351716e-f1ea-4e28-ad5f-45e5d07480a1,Bob was warm and tender towards his wife.,He wanted to get her a very special gift for Valentine's Day.,He asked all the people he knew what he should get her.,"They all had different opinions, leaving Bob confused.",Bob was never the same after being tasered by the mall cops.,Bob finally went with his instincts and picked the perfect gift.,2,"Bob was warm and tender towards his wife. He wanted to get her a very special gift for Valentine's Day. He asked all the people he knew what he should get her. They all had different opinions, leaving Bob confused.","He decided to get her a very expensive, romantic gift instead.",0.0,1.6,2,"['He decided to get her a very expensive, romantic gift instead.', 'Bob was never the same after being tasered by the mall cops.', 'Bob finally went with his instincts and picked the perfect gift.']","(0.038519852, 0.2881258, 2)",0.03851985186338425,0.28812581300735474,2
1471,ad40be2d-21b7-47d1-9b9d-5ae9a5bd0428,Ida had tickets to a two-day outdoor music festival.,She was sad when it began to rainy on day one.,But then she saw that other attendees weren't upset.,"They just danced in the rainy, so I followed suit.",Ida was glad she could dance in the rain at the festival.,Ida was glad that it didn't rain.,1,"Ida had tickets to a two-day outdoor music festival. She was sad when it began to rainy on day one. But then she saw that other attendees weren't upset. They just danced in the rainy, so I followed suit.",Ida was happy that I had attended such a fun festival!,2.4,1.6,1,"['Ida was happy that I had attended such a fun festival!', 'Ida was glad she could dance in the rain at the festival.', ""Ida was glad that it didn't rain.""]","(0.6305214, 0.5377002, 1)",0.6305214166641235,0.5377001762390137,1
1472,406638bc-0ff9-4a9f-8034-8c43acf0b3ba,Jeff was walking home to only see a tornado at a distance.,Jeff knew he was in danger so he went to a nearby house.,He rang the doorbell and asked if he can stay until tornado dies off.,The homeowner let Jeff inside.,They huddled in the bathroom as the tornado raged overhead.,"The earthquake lasted several minutes, causing minor damage.",1,Jeff was walking home to only see a tornado at a distance. Jeff knew he was in danger so he went to a nearby house. He rang the doorbell and asked if he can stay until tornado dies off. The homeowner let Jeff inside.,Jeff was happy to be safe because he was not in danger.,0.0,0.0,2,"['Jeff was happy to be safe because he was not in danger.', 'They huddled in the bathroom as the tornado raged overhead.', 'The earthquake lasted several minutes, causing minor damage.']","(0.073966466, 0.12337569, 2)",0.07396646589040756,0.12337569147348404,2
1473,e3651067-1160-43b9-bb24-93137b4a8298,Anna wanted to bake a cake for her mom's birthday.,"She tried twice, but both cakes fell flat.",Then she found a solution.,She went to the bakery and bought a cake.,She ate the cake alone at home.,Her mother enjoyed the cake greatly.,2,"Anna wanted to bake a cake for her mom's birthday. She tried twice, but both cakes fell flat. Then she found a solution. She went to the bakery and bought a cake.",She baked it and gave it to her mom.,2.2,3.2,2,"['She baked it and gave it to her mom.', 'She ate the cake alone at home.', 'Her mother enjoyed the cake greatly.']","(0.39155003, 0.49614608, 2)",0.3915500342845917,0.4961460828781128,2
1474,2193129d-8583-44fe-8f38-279c317a458e,Ron had just found out that his family was moving to a farm.,Ron was nervous.,He knew nothing about animals.,"But when he got to the new home, he was surprised.",Ron found that he rather enjoyed living on a farm.,Ron hated being on the farm because he disliked the animals.,1,"Ron had just found out that his family was moving to a farm. Ron was nervous. He knew nothing about animals. But when he got to the new home, he was surprised.",Ron loved the farm animals!,2.8,1.6,1,"['Ron loved the farm animals!', 'Ron found that he rather enjoyed living on a farm.', 'Ron hated being on the farm because he disliked the animals.']","(0.7406551, 0.7372359, 1)",0.7406551241874695,0.7372359037399292,1
1475,973e3d54-e7f2-4845-8460-d29f2baf3229,Ron has anger problems.,"During a trip to the store, he got angry at a slow cashier.","The cashier was sassy, and egged him on further.","Ron grabbed the cashier by the shirt, and pulled him over the counter.",Ron was given a prize by the store.,Ron was arrested.,2,"Ron has anger problems. During a trip to the store, he got angry at a slow cashier. The cashier was sassy, and egged him on further. Ron grabbed the cashier by the shirt, and pulled him over the counter.","He walked away, and walked away with a smile on his lips.",0.4,0.8,2,"['He walked away, and walked away with a smile on his lips.', 'Ron was given a prize by the store.', 'Ron was arrested.']","(0.12590672, 0.13057362, 2)",0.12590672075748444,0.13057361543178558,2
1476,6b75107a-46e6-4c21-90fe-59869d692c97,My friend and I decided to start a band and perform for our families.,I was singer and my friend played guitar.,We practiced in my garage.,"Eventually, we got pretty good.",We stopped playing in a band together.,We performed a small show for our families the next weekend.,2,"My friend and I decided to start a band and perform for our families. I was singer and my friend played guitar. We practiced in my garage. Eventually, we got pretty good.",We were able to perform for a few families.,0.0,3.2,2,"['We were able to perform for a few families.', 'We stopped playing in a band together.', 'We performed a small show for our families the next weekend.']","(0.3033943, 0.5704146, 2)",0.30339428782463074,0.5704146027565002,2
1477,787d6725-553a-4fe6-9878-d7e2f3c79f33,A boy Jack had been asking his parents to get a puppy for months.,After all the time he asked they finally gave in and said yes.,Jack spent about thirty minutes looking online for a puppy.,He found one in the area that he lived.,Jack abandoned the whole idea of getting a puppy.,Jack then showed the online puppy and pleaded with them to get it.,2,A boy Jack had been asking his parents to get a puppy for months. After all the time he asked they finally gave in and said yes. Jack spent about thirty minutes looking online for a puppy. He found one in the area that he lived.,He adopted the puppy and now has a puppy puppy.,1.0,1.6,2,"['He adopted the puppy and now has a puppy puppy.', 'Jack abandoned the whole idea of getting a puppy.', 'Jack then showed the online puppy and pleaded with them to get it.']","(0.53920907, 0.37675425, 1)",0.5392090678215027,0.3767542541027069,1
1478,e19f9cff-0587-4ab8-b099-122a903ce6c8,Jon loved the night sky.,He would spend many of his nights looking at the stars.,His mom saw that he loved the night sky.,His mom bought him a telescope.,Jon then watched germs with his microscope.,Jon used his telescope often.,2,Jon loved the night sky. He would spend many of his nights looking at the stars. His mom saw that he loved the night sky. His mom bought him a telescope.,Jon was very happy to have a telescope.,0.8,3.2,2,"['Jon was very happy to have a telescope.', 'Jon then watched germs with his microscope.', 'Jon used his telescope often.']","(0.45020545, 0.7730894, 2)",0.4502054452896118,0.7730894088745117,2
1479,6f21cce2-3086-4096-9243-7799ad831690,Jack went on a trip to the store.,He really needed to buy some eggs.,He looked everywhere but could not find them!,He asked the clerk where they were.,The clerk told him where the bacon was located.,The clerk told him to find the eggs.,2,Jack went on a trip to the store. He really needed to buy some eggs. He looked everywhere but could not find them! He asked the clerk where they were.,She gave him the eggs and Jack was very happy.,0.0,1.6,2,"['She gave him the eggs and Jack was very happy.', 'The clerk told him where the bacon was located.', 'The clerk told him to find the eggs.']","(0.24454185, 0.36915627, 2)",0.24454185366630554,0.36915627121925354,2
